,confirmed_tweet_ids,user_id,mbti,twitter_text
131,3.824990538186301e+17,135198705.0,ESTP,@StationEhv @HansOele doe mij maar CaféT .... Die heeft betere #koffie
132,2.407332165820293e+17,213222528.0,ESFP,Gaat Marcel vanmorgen weg om te werken staat er een zwerver te urineren in het trappenhuis. #getver!
133,5.829652936575508e+17,365147452.0,INFJ,"@PrinsesMarlief als ze dan nog niet meteen wegrent, gaat het helemaal goed komen met je nieuwe oppas ;)"
134,3.3183760490131046e+17,183999696.0,ENTP,@pietsleeking laat die goederentreinen via de ongebruikte hsl route rijden....
135,5.108598707663749e+17,2105131.0,ENFP,"@haitskevdlinde Ah, het lag aan de url die ik meestuurde ;)"
136,5.520529738542776e+17,26031024.0,ENFJ,"Maandag: vijftig-miljard-dingen gedaan, nu nog iets met de telefoon doen. #maandag #ochtend #jive Ach ja: staren met sporten is verfrissend!"
137,1.3037288135499366e+17,91967769.0,ENFP,
138,5.58308901024981e+17,73127287.0,ISFJ,"@havako66 @DianavanElten juist. Ik lees ook wel eens boeken die ik minder geslaagd vind, maar dan streep ik ook die passages niet door."
139,3.930628556099461e+17,95488680.0,ISTJ,Pfoe te snel gegeten O.o
140,5.043162099792118e+17,2154576689.0,ENFP,@vermeiretim mijn kleine man weet ook alle gratis hotspots in de buurt.
141,6.384447283678904e+17,37088637.0,INFP,"@degroenekeuken Oh ja dat is een beetje wat ik met vis had denk ik. Met tegenzin meegestopt omdat ik het zo lekker vond, maar toen ik laatst"
142,6.209165667466158e+17,2646073927.0,ENFP,
143,5.983448511056445e+17,32314481.0,ESTJ,Zappen naar Hilversum 3 (Herman van Veen). RT @vester71: Hoe krijg ik het oeuvre van doe maar uit mijn harses
144,4.861933953886495e+17,32539917.0,INTP,"@dennismons Pfoe, maar daar noem je me ook een buitencategorie. Rassenverhoudingen Afrika/VS/NL kun je imho niet vergelijken, ook al is de &gt;"
145,4.085588832262881e+17,1871642012.0,ENFP,Gezocht: betaalbaar maar goed restaurantje in Antwerpen. Shoot!
146,1.5541162306922496e+17,41891025.0,ENFP,@echtnet wel errug roze...
147,5.24635648985428e+17,261644981.0,ENFJ,"@dArchief Het was minder. Slechtste keer dat ik ze zag en dat lag niet aan hen. Rommelige geluidsmix, slechte monitoring ook heb ik gemerkt."
148,1.408183039323095e+17,146510350.0,INTP,Eten bij pa en ma. Realiseer me plots dat ik zelf helemaal niet kan koken met 1 arm.
149,3.027966594091827e+17,51080772.0,ISTP,
150,5.817348653322486e+17,21496426.0,INTP,@PaulSoete (hopelijk) toepasbaar bij aanwezigheidsregistratie op werven ;-)?!
151,2.4854471314415206e+17,119361456.0,ESFP,
152,5.35764598084096e+17,42621061.0,ENFP,
153,1.8714281159283507e+17,90459644.0,INFP,
154,2.0271193914987315e+17,283706652.0,ISTP,
155,4.6702212287195546e+17,2154576689.0,ENFP,Yep @mreyserhove: #contentmarketer zijn betekent ook: voldoende technische kennis hebben om de techneuten te begrijpen en aan te sturen ...”
156,6.228938413146767e+17,308634936.0,ENTP,
157,6.023928356866048e+17,63132152.0,ENFJ,"Lol. Ik voelde net die ene boterham al omhoog vlinderen. Halverwege de 12 km die ik pakte, taaide ie af. :-) @RubenRent @Dmitritsj"
158,10659584713.0,14843446.0,ESFP,Foto's aan het zoeken die het verschil tussen high en low culture uitbeelden.
159,1.946725437879091e+16,22364332.0,INFP,"@eSven_nl Hoi Sven, laat je inspireren door NK Sprint in Thialf: Wüst en Groothuis reden beiden alleen. Groothuis ook nog in 'n toptijd!"
160,6.340248251624612e+17,4580381.0,ENTP,analyst voorspelt dat Tesla komt met een uber zonder chauffeurs https://t.co/A5nGBh8E0X voorspelling 465 dollar https://t.co/0F8xbd9ZsO
161,4.110394000393134e+17,6087762.0,ENFP,Vandaag rijd ik naar Brussel. Een knuffelstad met grote velden &amp; verborgen inwoners waar steeds weerklinkt: Wie jij bent weten ook wij niet.
162,2.894223398741074e+17,50351321.0,ESFP,"... en nog meer ruchtbaarheid!!! Hopen op een goede opkomst :D
Dank je wel Mark Dartsnieuws :D http://t.co/gaNfIha9"
163,5.713805717646008e+17,244602526.0,ENTJ,
164,1.2711224444100608e+17,25669106.0,ESFJ,@flierefluiterin Maak me gek.
165,6.281448277886198e+17,508871985.0,ESFJ,
166,9.982345809927373e+16,135435107.0,INFP,Eindelijk een iphone! Joepi
167,6.491082217230254e+17,127879372.0,ENFP,En dan loop je opeens een oud-biologieleraar tegen het lijf💕 op CS. Tijd voor koffie! ☕️
168,6.27195903661736e+17,229486598.0,INFJ,
169,2.959460255820759e+17,20499789.0,ISFP,"@jeltine ja, het is me gelukt, het duurde even voor ik het doorhad. En dankzij jouw reactie heb ik nu de synchroniciteitsfilm gezien. Dank!"
170,9.922736351833293e+16,72295545.0,ESFP,@puurpenny naja zeg! Toevallig aan het opscheppen geweest hier dat dat in nl niet vaak zo is dit itt hier in italie
171,5.6483499712394445e+17,17518215.0,INFP,"#DeSpeld weer in topvorm vandaag: ""Het nationaal huishoudelijk museum V&amp;D is van de ondergang gered"""
172,5.93865551291818e+17,17518215.0,INFP,Ooit een kind gesproken dat #thuisonderwijs heeft gehad? Ooit een ouder gesproken die het heeft gegeven? Waarom dan zoveel vooroordelen?
173,5.015834359510221e+16,249213681.0,ESFJ,@Chdevries10 Als je op kerels valt snap ik het... #stekelvarken
174,4.387125243229143e+17,129259390.0,ISTJ,@HawksDandelion dat is ook zo maar ik blog niet in het Engels. Vergeef me mijn dyslectische onhandigheid...
175,3.156037355208868e+17,94619930.0,ENTP,En eigenwijs die @marckruijtzer @henkbak  #knoflookenzo
176,4.337488147946291e+16,236065550.0,ESFP,@Personalflavour zaterdag op Jeremy zn feestje wil ik je wel helpen!
177,1.3281552687445197e+17,209142323.0,ENTJ,Volgende activiteit is korfbalwedstrijd van L.: Hoogkerk - Koog Zaandijk. Met schotklok!
178,3.197876531868672e+17,190212837.0,INFJ,#DIDD Laat het gespek niet kapen door Wim T Schippers. Hij zit gewoon te rellen...
179,4.992550943331656e+17,289506234.0,ENTP,Dat is een van de felste regenbogen die ik ooit zag. En dubbel! #alltheway http://t.co/HhhJ8WUlHn
180,3.535251483909284e+17,381449008.0,INTJ,Just completed a 35.62 km bike - Genoten van het lekkere warme weer. #fietstochtje http://t.co/GO4ST8pLxH #RunKeeper
181,6.422739852003041e+17,20636924.0,ISFP,"@Sorayavindt Klopt, ik heb ook phonetics gehad, haha."
182,5.583313564855296e+17,62003607.0,INFP,@natasjadb bekende plek! ;) Altijd blij als ik daar weer sta.
183,6.058026055544709e+17,19405793.0,ENFP,
184,6.368431963000218e+17,182771340.0,ENFJ,
185,4.097727260278252e+17,54547159.0,ENTP,@JOR_ID Hey Tinder noob. Er zit geen image upload in Tinder chat ;). Op Tinder blocken we gewoon.
186,5.418922209120338e+17,26712726.0,ISFJ,
187,6.289638027933901e+17,219769809.0,ESFJ,@BiancaPrins Het is niet bedoeld om jaloers te maken hoor :-)
188,1.4464717095450624e+17,46863169.0,ENFP,"@fre1981 oh met zijn concert in de royal met de royal family Had gekeken of ik je nog zag, maar helaas, ik hoorde je wel gillen dacht ik :-)"
189,6.006104686134804e+17,33611143.0,ESTP,@_netsriK_ Helaas moet ik dat beeld missen! Geniet ervan!
190,17865593161.0,18169394.0,ISTJ,We vieren 10 jaar Rhys in de binenspeeltuin.  http://twitpic.com/22x9ib
191,28803201627.0,40903660.0,INTP,
192,4.854162956563579e+17,20568257.0,ENTP,"@oscarwijsman nou, 10 minuten en €100 verder.. dat is niet niks!"
193,5.90921916564779e+17,843059726.0,ENFJ,"Ik droom even weg, dromen jullie mee.... http://t.co/t93gSNlrnt"
194,4.82268708300415e+17,228409032.0,ISFP,"In de trein, nagenieten vd dag. Leuke herinneringen met @Bjwulfse en @Kennis_inZ, vooral over het Groot Economendebat. @HAShogeschool"
195,6.393812390116516e+17,81412656.0,ESFP,@DeDaanmans Die heeft al een abinnement
196,1.6496695231657165e+17,24011982.0,ENFP,Goedemorgen! http://t.co/rHOtB3RO
197,6.086642066159493e+17,123202926.0,ENFP,
198,7.396544694412902e+16,196692560.0,ISTJ,Komt een vrouw bij de kapper #minderboeiendeboeken
199,3.40411129111126e+17,13325902.0,ENTP,"Begin vd House. Ik heb zojuist #Shazam gebruikt voor Love Can't Turn Around van Darryl Pandy &amp; Farley ""Jackmaster"" Funk."
200,6.480099177025208e+17,390585432.0,ESFP,Creatieve spin heeft alvast de kerstboom opgetuigd
#Brunssummerheide http://t.co/TToYt8y8Je,,,,
201,1.589619458259067e+17,252159619.0,ENFP,@marloudebruijn is er al een foto van de bike?
202,6.473855694215864e+17,165709771.0,ESFP,Twee nuttige dingen al. Productief dagje.
203,1.3828687801627443e+17,5463112.0,INTP,
204,7017259441.0,20232391.0,ENTJ,@hsl XS4ALL? Te weinig en te laat - en slechte service. Heb echt vaak om meer snelheid gevraagd en werd steeds slecht behandeld. Jammer!
205,5.6436131193788826e+17,15188636.0,ENTJ,@laurensvdw eentje met Hugh Grant of zo?
206,1.6476285643116134e+17,2422471.0,ENFJ,"@xs4all tja, begrijpelijk standpunt. Blij dat ik als abonnee bijdraag aan formele procedures voor een open internet. Succes gasten!"
207,3.2747399247681126e+17,17785810.0,ENFP,@peter_haan @timvanwaard in 1x 100% = utopie. Beter is het goed op koers te beginnen. #HupPleiO
208,4.320577142994043e+17,17127022.0,ESFJ,Sinds ik 25+ ben heb ik de binnenkant van geen enkele kroeg meer bekeken #omasaandetop
209,1.982290036208845e+16,188662630.0,ENFP,@Bl_ndii is ook goed! Wanneeer en hoe laat en waar?
210,6.00770885495169e+17,48305190.0,ENFP,Een voordeeltje vanavond. Bij het zoeken naar papier voor de puntentelling op de bank vond ik mijn notitieblokje terug. En dat is beter.
211,2.741443666233426e+17,82095622.0,ENTP,@LynnPieschel Ja ik zie dat naast jou nog 2 mensen dat ding volgen... raar hoor. Maar vooral dat je blijkbaar geen controle daarover hebt?
212,4.4353945891137946e+17,46638371.0,INFP,
213,1.7487360395798938e+17,233205154.0,ENFJ,"Wat is Feuten toch ordinair, plat & enorm dichtgetikt studentikoos. Je zal lid zijn... Ow heerlijk, vanavond weer ouderwets dispuutsavondje!"
214,5.270995413767332e+17,73127287.0,ISFJ,"Wat goed! ""@veluweduurzaam: Ermelo's buurtinitiatief van start! 13 buren plaatsen samen meer dan 200 #zonnepanelen
http://t.co/dBn9i06zTf”"
215,5.786106992340951e+17,82648056.0,ENFP,We zijn BLIJ!! #vreugdedansje http://t.co/nJ50nesdao
216,1.579807695816786e+17,46638371.0,INFP,
217,1.6427925486607974e+17,233205154.0,ENFJ,Start van een drukke week bij mijn benedenbuurman: Starbucks Coffee. Ik denk dat München en ik dikke vrienden worden #munich
218,5.732498238114939e+17,20499789.0,ISFP,@xelixz ben je al in het gebied van de Oostvaardersplassen geweest? #fotogeniek
219,5.912927322173645e+17,16295131.0,ESFP,Deze dame weet! @InekeKouwenberg: Klanten vinden met Twitter? Met een SocialMediaPlan-van-Aanpak weet je precies hoe. http://t.co/tkLF8T4sZ2
220,5.082389552431227e+17,46378202.0,ESTP,
221,4.039612336843039e+17,17692165.0,ISFJ,@Hilde_PS sympathiek hè! Oprechte interesse. Wederzijds
222,6.235490571858043e+17,117707753.0,ENFP,@douwe_bob Mooie zomeravond op Vlie. @sjoerdvlieland staat ook weer heerlijk te koken in #deBolder :)
223,4.480141882551296e+17,26712726.0,ISFJ,
224,3.54160372405633e+17,318299748.0,ENFP,Vandaag gezellig dagje Kurenpolder!
225,15313160020.0,1861551.0,ISTJ,"Vandaag en morgen Ranglijst Schermen 1-6-2010 maken, moet 4-6 klaar zijn. Aanstaand weekend NK Schermen Equipe 2010 @ Amsterdam"
226,4.477978472124293e+17,18304011.0,ENFP,@sebadevalck BBDO zou hier beter een abonnement nemen! In een paar uur zo ontspannen dat je een week niet meer hoeft te slapen :-)
227,6.149681719304724e+17,219769809.0,ESFJ,@Il_oo_n Nog iemand tegen de deur?
228,6.232230536910602e+17,123587034.0,ISTJ,"Overigens leidt dat geneuzel over dat EU tafelzilver alleen maar af van de echte problemen. Maar goed, wat weet ik er nou van?"
